X,Y,osm_id,osm_type,completeness,#meta +operator,#meta +health_amenity_type,#meta+dispensing,#meta +speciality,#meta+is_in_health_zone,#capacity +staff,#loc+amenity,changeset_id,#access +hours,changeset_timestamp,#meta+emergency,#contact +url,#meta +operator_type,#meta +id,#meta+water_source,changeset_version,addr_street,#meta+electricity,#contact +phone,#meta+insurance,#status+operational_status,#meta+is_in_health_area,addr_postcode,addr_city,#meta+wheelchair,#capacity +beds,changeset_user,#geo+bounds+url,addr_housenumber,#meta+healthcare,#loc +name,tag
35.8861696483746,31.9656329263256,1076050960,node,12,,,,,,,hospital,85669853,,2020/05/24 02:33:56,yes,,,8a2dad82d6be47b6a9c20b1494f8cc55,,4,,,,,,,,,,,S-M-R,,,,Al Istishari Hospital,
,,310784026,way,18,,,,,,,hospital,76867550,,2019/11/10 12:59:08,,,,31335c01849a42728aaa1b7e4d22f711,,5,King Al-Hussein Street,,,,,,,Amman,,,SerV,,,hospital,Al Mu'ashshir Hospital,
,,688692135,way,12,,,,,,,pharmacy,70036778,,2019/05/08 16:28:40,,,,40bad4129fad408ea14851b888aa2378,,1,شارع الزمخشري,,,,,,,,,,birdeatscake,,,,Orkida Pharmacy,
36.0891807681607,32.0907905825032,4293754575,node,12,,,,,,,pharmacy,40620439,,2016/07/09 22:10:56,,,,732ec5dc818b4b82807c395a68645ee9,,1,Zain Al Sharaf 26th Street,,,,,,,الزرقاء,,,Big_Borz,,,,,
,,310224001,way,15,UNICEF,,,,,,clinic,86910186,,2020/06/20 12:38:03,,,,4bb2ab3715da4749a5f17b01a6debc34,,5,,,,,,,,,,,mueschel,REACH,,,Kuweiti Health Clinic,
35.0036770332567,29.5307387532771,2344061465,node,6,,,,,,,pharmacy,62608526,,2018/09/15 10:43:42,,,,25e5d4a0f2ee4575bd23348c51f3a94a,,2,,,,,,,,,,,788844,,,,,
35.8591044830274,31.8900571610855,6439010653,node,9,,,,,,,pharmacy,78722593,,2019/12/21 22:13:54,,,,e35906769437487c981887b8f5ea792a,,3,Sa'eed Moh'd Al-Abbadi Street,,,,,,,,,,wilco83,,,,,
,,276753162,way,12,,,,,,,hospital,38254509,,2016/04/02 19:38:59,yes,,,f3310fa117854f388d00f2be5832b188,,3,,,,,,,,,,,Wikidata,,,,المركز العربي الطبي,
35.8473881749524,31.9813740566664,6426665968,node,9,,,,,,,dentist,69540076,,2019/04/24 20:06:42,,,,aa42c464005f4406bbd146094128b5ec,,1,Amer Bin Maalek Street,,,,,,,,,,birdeatscake,,,,,
35.9056588305385,32.5678059493933,5606643597,node,28,خاص,,yes,,,,pharmacy,58812656,24/7,2018/05/09 09:06:54,,,,6960c169576d463b934101b05b41ee15,,2,الشارع الرئيسي,,,,,,,,,,hamzahababneh,,سال,pharmacy,صيدليه طموح,
35.9149984499686,31.9517871957494,7136571709,node,6,,,,,,,pharmacy,79650347,,2020/01/16 12:32:39,,,,5245ed929cb24411b68ad355ddce473a,,1,,,,,,,,,,,Alan Orth,,,,,
35.8950553877479,32.5113277638008,5606637254,node,28,حكومي,,,,,,hospital,58812480,,2018/05/09 09:02:19,yes,,,ed5639c44ced4b2780f7ed5af100cbd7,,1,الرئيسي,,,,,,,إربد‎,,,AHMAD____HANI,,الصريح,hospital,مركز صحي الصريح,
35.4796180916171,30.3217572283106,5514464021,node,9,,,,,,,pharmacy,78850030,,2019/12/25 15:25:04,,,,78b2f06cb4c24fd3bbef881963c773b3,,2,,,,,,,,,,,wilco83,,,,Wadi Mousa Pharmacy,
35.8877505591322,31.9049611907564,7549977158,node,9,,,,,,,pharmacy,85632348,,2020/05/22 21:49:10,,,,4f2a2d44acde468cb89b1f0e3eaa5268,,1,,,,,,,,,,,S-M-R,,,,صيدلية القوة,
,,261427310,way,18,MSF Holland,,,,,,hospital,79018367,,2019/12/30 14:49:21,,,ngo,abdece3858644f7eb0c9e1c7e73da684,,5,,,,,,,,,,,ManonVi,REACH,,,MSF Hospital,
36.0970651215618,32.0666807923958,4220680909,node,18,,,,,,,hospital,51675203,,2017/09/02 17:20:41,yes,,,15a4f077ae5347fd9be68cea28b58ef2,,3,الجيش,,,,,,,الزرقاء,,,Johny Sabella,,,,مستشفى الأمير هاشم بن الحسبن,
35.8508892959079,32.5417184492322,7284410808,node,12,,,,,,,dentist,82048186,,2020/03/11 09:08:18,,,,f4fbc6f36b304a459886704eb54114dc,,1,,,,,,,,,,,Baraa'h ALkhalde,,,dentist,عيادة الدكتور احمد مهيدات,
35.8449622845359,31.9669719353576,6489510558,node,9,,,,,,,pharmacy,70495149,,2019/05/21 23:09:58,,,,28662291963a49809899dda2b31cf0e7,,1,Princess Sarvath El-Hassan Street,,,,,,,,,,richardninde,,,,,
35.8600171884639,32.5703596638332,5606628584,node,25,,,,general,,,hospital,58812361,,2018/05/09 08:58:57,no,,,1d3ea8d98ccf46b596c06b58cce1e9cf,,1,حبيب بن زيد,,,,,,,اربد,,,bilaljamra,,,hospital,مركز صحي حنينا,
35.9358037585688,31.9293793510815,5909444987,node,9,,,,,,,doctors,62630079,,2018/09/16 09:12:59,,,,5d16e3cd4d0547fb8e83086852af1c28,,1,,,,,,,,,,,atls shammar,,,,عيادة الدكتور اياد شريدة,
35.8721389291954,32.026336764584,6497751858,node,12,,,,,,,pharmacy,70586174,,2019/05/24 13:09:35,,,,25acb35257f744ddb3dc378ac504325b,,1,Ibrahim Al Yousef Al Lawzi street,,,,,,,,,,Kaarti_B,,,,Bab Al Hadid Pharmacy,
35.8527536826308,32.5416224764409,7281820688,node,9,,,,,,,pharmacy,81997933,,2020/03/10 08:17:06,,,,546f291eb8a445849a31976a801716b7,,1,,,,,,,,,,,Rashad ALRABAIAA,,,,ركان,
35.8896561848187,31.9622422788538,5175028876,node,12,,,,,,,pharmacy,70252578,,2019/05/14 20:55:31,,,,ee5ede92d89b4bf982f3cbbb74a06cc4,,2,,,,,,,,,,,spuddy93,,,pharmacy,Pharmacy 1,
35.8742357460933,31.9970840901465,6459261656,node,15,,,,,,,pharmacy,76867550,,2019/11/10 12:59:08,,,,06f0a9ec86274981bfa487cefb4df1d1,,2,Al-Jhair Street,,,,,,,,,,SerV,,9,pharmacy,,
35.992827941334,32.6463613973926,5606743381,node,12,,,,,,,hospital,58813987,,2018/05/09 09:46:30,,,,daf81664b311483bad74a1c218630d45,,2,,,,,,,,,,,Mohammad_brks,,,hospital,مركز صحي الطره الشمالي,
35.8939603759173,31.9700611695912,1076073263,node,9,,,,,,,hospital,9074521,,2011/08/20 13:57:10,,,,a402c828c224451b88f8841c2706ef77,,3,,,,,,,,,,,lyx,,,,مستشفى شميساني,
35.8833176220008,32.5914341991634,5606766134,node,18,طبي,,,general,,,hospital,58814448,,2018/05/09 09:59:26,,,,3eece12cbd2a45c9b8f8983aa4921fb6,,1,,,,,,,,,,,mahmoud taweel,,,hospital,مركز حكما,
35.9183175998063,31.921245887518,7555774706,node,9,,,,,,,pharmacy,85711285,,2020/05/25 09:32:55,,,,3572b86238304ae485175a6051114f48,,1,,,,,,,,,,,S-M-R,,,,صيدلية الحافظ,
35.8963619588146,31.9224914383296,6426543145,node,6,,,,,,,pharmacy,69538300,,2019/04/24 19:09:22,,,,405e88b5adfc4c35b2ca96dd5d5264ed,,1,,,,,,,,,,,Kaarti_B,,,,,
35.7681315807526,32.6035411877452,7426254785,node,18,,,,,,,clinic,83830272,,2020/04/20 15:33:58,,,,f76650f2ac694d86b69f6bef93ed933f,,1,,,,public,,,,Irbid,,,Qusay ALhawary,,,"dentist;doctor;pharmacy", community health center,
36.0172223808731,31.993570144879,6055154820,node,12,,,,,,,hospital,64410516,,2018/11/12 15:40:54,,,,218a50840a454f5a9549971d3c30ddac,,1,,,,,,,,,,,swsois1,,,hospital,العيادة,
35.7650071425257,32.4350056739022,5606667153,node,25,حكومي,,,,,,hospital,58812823,,2018/05/09 09:12:23,,,,e675af1b9a7a4b1791c020edb557eb3d,,1,اخر البلد,,,,,,,اربد,,,Omar Ghawanmeh,,زويا,hospital,مدرسة زوبيا الاساسية للبنين,
35.9339772580483,31.9015224311604,6774288193,node,9,,,,,,,hospital,74125890,,2019/09/05 10:44:32,,,,011ab0aede954fe4a06869549d69e8b6,,1,,,,,,,,,,,Ro_Ro,,,,مستشفى الحمايدة,
35.8903866676802,31.9796637293239,6465293492,node,12,,,,,,,pharmacy,76867550,,2019/11/10 12:59:08,,,,951628a11a1a4806bf6adada3e6a1476,,2,شارع الشريف ناصر بن جميل,,,,,,,,,,SerV,,,pharmacy,,
,,333582808,way,6,,,,,,,clinic,31100900,,2015/05/13 11:45:08,,,,5a98cf92697645fc9bc05d696f1537e1,,2,,,,,,,,,,,Amjad Shahrour,,,,,
36.3311489622405,32.2939803206459,4441572590,node,6,,,,,,,clinic,79018367,,2019/12/30 14:49:17,,,,8d17bea21dce4b5796e81954e08405aa,,3,,,,,,,,,,,ManonVi,,,,,
35.8963109968433,31.994505062359,6459616216,node,6,,,,,,,pharmacy,70044750,,2019/05/08 19:56:38,,,,2de9c978d0264a23845666acbc54c5e2,,1,,,,,,,,,,,Kaarti_B,,,,,
35.8460223438302,31.8909392725755,6453177982,node,12,,,,,,,pharmacy,69953121,,2019/05/06 22:07:29,,,,631de3dad2c94d2f9362498e41f80f8c,,1,Princess Taghreed Moh'd Street,,,,,,,,,,peacewaya,,,,Pioneers Pharmacy,
,,380007075,way,12,,,,,,,hospital,72020318,,2019/07/08 15:38:33,yes,,,7284a080310d460c902118860e78355d,,9,,,,,,,,,,,And_12,,,,King Hussein Medical City,
35.9222775461416,31.9200355406997,7477323407,node,9,,,,,,,,84585677,,2020/05/04 00:38:44,,,,db442a507dd14a5982c9407158c5d5a1,,1,,,,,,,,,,,S-M-R,,,laboratory,مختبرات العثمان الطبية,
,,747681915,way,9,,,,,,,hospital,77369179,,2019/11/21 10:32:21,,,,1fca3178565049e2849865d40b533ed1,,1,,,,,,,,,,,Michele Rivoltella,,,hospital,,
35.7398860758005,32.3709540196973,5606774198,node,12,,,,,,,hospital,58814583,,2018/05/09 10:03:32,,,,531ebb2f52a74f57b29a25220c5112c4,,1,,,,,,,,,,,bdoor bdoor,,,hospital,مركز صحي,
35.8600116564078,32.5703660340796,5606628597,node,28,حكومي,,,"physiotherapy;physiatry",,,hospital,58812367,,2018/05/09 08:59:05,yes,,,a345797f43b648dd9383c17cb4b6bdb6,,1,القدس,,,,,,,إربد‎,,,hashemawad,,,hospital,مركز صحي حنينا,
35.8580668872335,31.8887187387867,6437162223,node,12,,,,,,,pharmacy,70030500,,2019/05/08 14:09:51,,,,e7173a2be6ef487b93c1ee6054f44611,,2,Sa'eed Moh'd Al-Abbadi Street,,,,,,,,,,mama_bear,,94,,,
35.772815472065,32.4309290514747,5606667154,node,25,خاص,,,,,,hospital,58812823,,2018/05/09 09:12:24,,,,9fcf485e084c48b592bb5037f00e6aba,,1,الشارع الرئيسي بقرب من مسجد زوبيا الكبير,,,,,,,اربد,,,Omar Ghawanmeh,,زوبيا,hospital,منزل محمد مصطفى غوانمه,
36.0901075551946,32.0633921526857,4345909236,node,15,,,,,,,pharmacy,51675119,,2017/09/02 17:17:14,,,,7a108de739b64a1a8cf9e1e4e9fd3058,,2,الملك حسين ( شارع السعادة ),,,,,,,الزرقاء,,,Johny Sabella,,,,صيدلية فلسطين,
,,544218525,way,18,AMR,,,general,,,hospital,79018367,,2019/12/30 14:49:30,,,,ec8dd0086b654368ab48bae949b0bd20,,3,,,,,,,,,,,ManonVi,,,hospital,AMR Health Clinic,
35.8708026861915,31.9788071826386,6455931482,node,12,,,,,,,pharmacy,69990760,,2019/05/07 17:21:37,,,,3e8ed4837d944a17b5844bfe3c56a557,,2,شارع عمر بن عبد العزيز,,,,,,,,,,richardninde,,,,Jounia of Jordan Pharmacy,
35.7284381562651,30.1910008799083,4617738093,node,9,,,,,,,hospital,83728777,,2020/04/17 23:23:59,,,,30adfd350f1340b7ac0d52a0a7c33e1c,,3,,,,,,,,,,,Abdullah Abdulrahman,,,,مستشفى معان الحكومي,
35.8889666894636,31.9841441918462,4010295712,node,15,,,,,,,pharmacy,76867550,,2019/11/10 12:59:08,,,,f7019087bc214eaeae270d7b2ccbefbc,,3,شارع الشهيد وصفي التل,,,,,,,Amman,,,SerV,,,pharmacy,,
35.5841531646836,32.3941582289857,5606632674,node,21,وزارة الصحه,,,ophthalmology,,,hospital,58812445,,2018/05/09 09:01:28,yes,,,6e40e71d811c4f27a0ecdb2c00978de2,,1,,,,,,,,,,,maramalghoull,,,hospital,hospital,
35.7855916717963,32.4243355949813,5606667152,node,25,حكومي,,,,,,hospital,58812823,,2018/05/09 09:12:23,,,,9a45b967390d41baaba9aa47e4eb7abe,,1,الشارع الرئيسي اول البلد,,,,,,,اربد,,,Omar Ghawanmeh,,زوبيا,hospital,مدرسة زوبيا الثانوية للبنين,
35.9123909237104,31.953534738742,7136550849,node,9,,,,,,,,79650347,,2020/01/16 12:32:42,,,,146c5b7dc20e43a287778e92ef14402a,,1,,,,,,,,,,,Alan Orth,,80,laboratory,,
35.8761387733898,32.0042297464209,6470377116,node,15,,,,,,,hospital,76867550,,2019/11/10 12:59:08,,,,8c10d1d8d3544776a1e1026127e70d8e,,2,شارع عاكف الفايز,,,,,,,,,,SerV,,,hospital,King Hussein Cancer Center,
36.0881388975962,32.0635398418196,4345909251,node,15,,,,,,,clinic,60412928,,2018/07/04 15:53:54,,,,54b04fae275140319ddcd605fb671050,,2,الملك حسين ( شارع السعادة ),,,,,,,الزرقاء,,,Sheikh Zubeir,,,,مختبرات أبو سارة الطبية,
36.0772933854419,32.0445200462334,7112003358,node,15,,,yes,,,,pharmacy,79246805,,2020/01/06 11:43:04,,,,028a9f53a9ab4d3a93a32db613a0eed4,,1,,,,,,,,,,,rabigheith,,,pharmacy,صيدلية جبل رحمه,
,,274372357,way,21,,,,,,,hospital,85522559,,2020/05/21 00:37:21,yes,,,6143b688b9c446279ed7f124cd91e06a,,5,شارع الملكة رانيا العبد الله,,,,,,,,,,S-M-R,,295,hospital,Alesraa Hospital,
35.8930868977876,32.0587753165987,7017907585,node,9,,,,,,,pharmacy,77696345,,2019/11/28 19:04:53,,,,e2c574ef70c74c238a79c702a7ee4cf5,,1,,,,,,,,,,,عماره سكنيه,,,,صيدلية وجدان,
35.8722388414812,31.9926317908188,6460116274,node,12,,,,,,,pharmacy,76867550,,2019/11/10 12:59:08,,,,d3eb3c76387b4dc2b36b9ec1b7abe260,,2,Mustafa Majed Al Adwn Street,,,,,,,,,,SerV,,,pharmacy,,
36.0912273774586,32.0346427277148,4139592466,node,6,,,,,,,pharmacy,38770751,,2016/04/21 23:10:06,,,,1e2d98be786a42b69338ce1400edd415,,1,,,,,,,,,,,Big_Borz,,,,,
